InitialSeparationM,OvertakingSpeedMPS,OncomingSpeedMPS,VehicleBeingOvertakenSpeedMPS,WindSpeedMPS,FrictionCoefficient,RoadCondition,Success
56.5,41.7,4.7,22.6,2.3,0.98,Dry,True
65.1,33.6,5.0,16.8,3.5,0.85,Wet,True
101.3,30.2,23.3,18.1,9.6,0.55,Wet,True
91.6,25.2,11.0,19.6,2.6,0.87,Dry,True
112.0,31.0,3.8,15.2,8.0,0.57,Wet,True
184.1,37.2,17.8,19.7,7.3,0.87,Dry,True
175.0,38.3,12.0,18.9,8.1,0.92,Dry,False
120.6,29.3,3.6,23.4,4.8,0.93,Dry,True
96.6,41.0,13.8,19.1,0.8,0.89,Dry,True
124.0,29.3,8.9,24.9,3.0,0.89,Wet,True
161.0,37.3,7.1,24.6,2.1,0.80,Wet,True
177.2,32.9,18.5,17.3,7.7,0.61,Wet,True
183.2,26.0,26.5,15.5,3.2,0.52,Dry,False
65.0,25.2,3.0,16.0,5.0,0.78,Dry,True
117.8,44.0,5.5,17.2,4.4,0.54,Wet,True
95.6,30.4,20.0,15.4,6.9,0.66,Wet,True
53.5,41.3,8.5,18.4,2.1,0.77,Dry,True
65.9,43.5,2.6,20.5,5.8,0.57,Wet,True
77.0,38.1,13.0,18.4,9.0,0.59,Dry,True
53.6,41.7,25.2,16.2,3.5,0.88,Dry,False
56.5,31.6,21.3,19.1,2.6,0.92,Dry,False
135.4,29.1,19.1,16.1,3.6,0.97,Dry,True
146.8,38.7,20.5,19.9,3.0,0.75,Dry,False
52.6,26.1,10.0,16.3,2.1,0.79,Dry,True
111.1,40.1,20.0,20.4,6.5,0.93,Dry,True
129.2,33.1,23.1,18.5,9.4,0.76,Wet,True
138.4,26.7,14.4,16.3,7.5,0.59,Dry,True
151.3,31.2,4.3,22.3,7.3,0.69,Wet,True
67.9,33.9,1.8,18.5,2.2,0.81,Wet,False
121.9,33.2,29.1,20.9,9.6,0.80,Dry,False
60.8,29.1,23.5,16.4,1.4,0.71,Dry,False
153.5,37.2,20.6,19.4,4.0,0.54,Dry,False
190.0,44.7,7.8,21.5,3.9,0.58,Dry,True
65.8,25.6,6.6,18.6,0.4,0.81,Wet,True
128.4,35.3,21.9,20.6,8.8,0.95,Wet,True
182.7,27.2,17.0,16.9,3.0,0.99,Wet,True
141.5,27.3,3.8,23.2,7.7,0.74,Wet,True
78.9,27.3,15.1,23.3,8.4,0.93,Dry,False
168.4,35.5,6.3,19.0,0.2,0.58,Dry,True
121.7,38.1,7.6,15.6,3.7,0.89,Dry,True
148.2,27.8,9.7,24.9,0.9,0.88,Dry,False
184.8,40.7,29.1,17.6,4.1,0.65,Dry,False
133.8,32.8,8.7,15.9,8.1,0.59,Wet,True
66.3,27.0,18.1,23.7,8.9,0.52,Wet,True
163.9,29.7,27.9,15.2,3.0,0.62,Dry,False
186.8,32.3,28.5,15.6,2.9,0.84,Wet,True
175.1,38.2,2.0,17.7,2.9,0.60,Dry,True
50.6,35.9,18.4,21.8,0.3,0.91,Wet,True
99.3,36.4,12.5,15.8,0.4,0.95,Dry,True
132.5,35.5,15.3,24.7,5.2,0.78,Wet,False
84.9,27.1,17.6,21.7,6.2,0.97,Dry,True
154.8,40.3,21.9,23.5,6.8,0.89,Dry,False
143.5,41.0,8.5,15.2,5.8,0.74,Dry,True
119.5,31.4,13.5,18.1,7.5,0.99,Dry,True
155.1,30.8,6.3,21.7,1.0,0.68,Dry,True
65.0,41.3,2.5,15.2,0.5,0.75,Dry,True
120.5,34.8,10.5,21.4,9.1,0.72,Wet,True
65.1,34.1,14.2,22.5,3.7,0.57,Wet,True
128.9,31.1,5.7,18.2,9.1,0.56,Dry,True
71.1,44.9,21.7,18.4,2.4,0.93,Dry,False
117.3,26.9,15.3,22.8,1.6,0.82,Wet,True
57.0,38.2,21.5,19.5,9.7,0.73,Wet,False
175.2,39.1,12.4,17.2,7.3,0.82,Wet,True
71.1,41.4,7.2,18.7,8.9,0.75,Wet,True
105.7,37.8,4.3,19.4,9.7,0.97,Dry,True
147.1,37.9,5.9,19.3,2.2,0.69,Dry,True
108.7,43.0,24.4,24.5,9.9,0.61,Wet,True
180.8,41.4,6.2,15.8,8.1,0.50,Wet,True
144.0,31.5,24.6,21.9,1.3,0.88,Dry,False
138.6,37.1,21.5,18.0,1.1,0.90,Wet,False
104.9,38.0,26.1,21.0,0.2,0.53,Dry,False
103.2,37.1,13.4,21.9,4.8,0.78,Wet,True
153.7,27.7,11.9,22.9,5.5,0.67,Wet,True
65.9,42.3,13.3,15.9,6.4,0.87,Dry,True
81.1,28.4,19.8,20.1,4.8,0.91,Wet,True
139.9,32.6,9.0,17.9,7.7,0.85,Dry,True
178.5,32.3,6.8,22.9,7.4,0.52,Wet,True
178.4,26.4,29.4,24.3,3.1,0.53,Dry,False
142.3,37.3,22.7,18.6,2.5,0.96,Dry,True
124.5,43.6,1.2,15.1,5.3,0.91,Wet,True
161.1,37.4,21.7,18.4,7.6,0.64,Dry,False
80.1,39.0,2.7,22.3,1.0,0.82,Dry,True
85.8,42.7,27.0,19.8,8.5,1.00,Wet,True
170.7,29.2,15.7,20.5,1.5,0.82,Wet,True
138.5,27.5,4.1,18.2,5.9,0.75,Dry,True
155.1,38.4,5.0,22.2,7.1,0.53,Wet,True
110.6,42.9,5.0,15.2,8.5,0.81,Wet,True
158.1,35.4,28.7,19.7,9.5,0.51,Wet,True
126.9,34.3,9.4,21.6,4.4,0.84,Wet,False
144.2,42.3,4.8,16.0,1.2,0.66,Wet,True
58.7,33.6,20.0,21.8,8.8,0.62,Wet,True
107.7,30.9,11.8,16.9,2.9,0.82,Wet,False
143.2,39.5,22.3,16.2,4.2,0.52,Wet,True
87.9,29.0,29.3,17.3,8.1,0.65,Wet,False
135.6,28.0,22.5,15.2,0.0,0.93,Wet,True
125.2,38.6,11.8,17.0,4.4,0.62,Dry,True
95.6,25.8,27.2,20.3,6.5,0.74,Wet,True
125.9,44.0,12.8,17.5,2.6,0.85,Dry,True
172.0,44.1,20.3,17.9,7.4,0.99,Dry,False
57.9,44.0,7.8,16.2,0.5,0.97,Wet,True
83.0,41.1,30.0,19.7,4.5,0.96,Wet,True
116.8,25.0,9.9,18.2,0.3,0.68,Wet,False
124.1,26.1,9.6,20.5,4.8,0.97,Dry,True
142.2,30.0,18.3,21.9,0.3,0.90,Dry,True
152.9,33.3,5.3,15.4,8.9,0.62,Dry,True
116.1,42.2,9.0,15.9,8.4,0.92,Dry,False
186.7,32.5,1.9,24.2,5.2,0.69,Dry,False
193.2,25.9,18.7,23.6,9.8,0.85,Wet,True
164.3,25.8,20.8,17.3,4.1,0.64,Wet,False
171.8,34.2,4.9,18.0,1.1,0.75,Wet,True
165.4,26.4,7.1,16.2,3.5,0.78,Dry,True
139.1,33.5,17.8,21.0,1.3,0.55,Dry,True
104.4,26.6,23.6,20.1,6.8,0.95,Wet,True
58.5,43.2,18.4,23.2,1.8,0.97,Wet,True
119.0,34.2,7.8,23.4,0.1,0.79,Dry,True
180.7,30.7,27.6,19.7,8.3,0.82,Wet,True
163.0,30.8,27.7,17.9,7.2,0.60,Dry,False
110.8,36.8,10.7,22.0,4.5,0.95,Dry,True
140.6,33.3,8.7,24.6,9.8,0.56,Dry,True
158.9,29.8,25.0,16.1,8.0,0.91,Dry,False
146.8,44.3,4.5,20.7,6.9,0.91,Dry,True
89.6,38.1,24.7,24.3,0.7,0.73,Wet,True
144.5,43.7,28.5,16.5,9.5,0.98,Dry,False
175.0,36.8,16.1,15.2,4.7,0.83,Wet,True
75.8,29.4,0.2,16.3,3.0,0.53,Dry,True
86.1,31.7,19.3,20.5,3.7,0.78,Wet,True
155.4,25.2,15.7,23.3,6.8,0.85,Dry,False
145.7,29.9,5.7,23.8,4.4,0.97,Dry,True
117.8,34.6,12.9,19.6,7.1,0.87,Dry,True
146.3,32.6,3.6,16.9,4.8,0.81,Dry,False
167.7,44.1,23.5,18.9,2.4,0.84,Wet,True
134.2,33.6,9.2,21.5,4.0,0.67,Wet,True
88.1,30.6,21.3,21.3,2.6,0.85,Dry,True
154.9,29.9,14.8,17.9,1.7,0.94,Wet,True
144.8,36.2,27.5,15.1,2.3,0.79,Wet,True
50.4,30.2,10.4,23.2,5.0,0.80,Dry,False
111.6,40.8,13.8,15.5,0.7,0.95,Wet,True
86.2,31.1,28.9,16.5,10.0,0.83,Wet,False
101.9,25.5,5.6,20.5,4.4,0.87,Wet,True
55.1,42.2,21.2,24.4,7.5,0.71,Wet,True
70.8,33.8,26.7,18.3,0.6,0.55,Wet,False
75.8,32.5,15.3,24.9,3.8,0.56,Wet,False
70.4,42.8,27.5,16.2,6.4,0.95,Wet,True
95.1,40.8,19.8,20.7,0.5,0.59,Wet,True
113.5,33.4,21.6,16.5,5.9,0.69,Dry,False
144.9,43.8,22.8,17.0,1.4,1.00,Wet,True
170.4,28.4,15.1,19.5,6.7,0.88,Dry,True
157.5,36.9,16.6,23.5,6.4,0.76,Dry,True
80.6,29.0,24.0,23.2,2.2,0.58,Dry,False
90.2,31.1,3.2,21.7,6.8,0.61,Dry,True
132.6,34.5,23.6,16.1,2.6,0.57,Wet,True
191.2,29.5,7.4,15.3,9.8,0.57,Dry,True
122.8,27.5,26.8,20.2,6.6,0.65,Wet,True
137.6,25.0,4.5,25.0,4.2,0.78,Wet,True
56.9,44.3,27.7,20.2,9.4,0.70,Dry,True
183.3,35.4,4.9,16.0,1.0,0.94,Wet,True
157.6,30.6,0.4,22.8,9.2,0.97,Dry,True
95.3,26.8,9.2,23.4,2.4,0.52,Wet,False
110.6,29.4,18.1,20.8,3.4,0.68,Dry,True
128.8,32.6,3.6,22.9,6.7,0.57,Wet,True
64.9,31.5,19.6,23.3,4.6,0.99,Wet,True
114.7,28.3,0.5,20.6,3.6,0.71,Wet,True
104.4,38.3,24.3,15.9,1.0,0.55,Wet,False
140.2,42.4,15.5,20.9,2.7,0.90,Dry,False
183.9,32.7,4.5,19.5,4.5,0.85,Dry,True
183.9,29.2,6.6,20.4,7.6,0.97,Dry,True
198.0,39.5,28.2,16.4,5.5,0.57,Dry,False
131.1,40.0,27.1,16.6,4.3,0.69,Wet,False
150.8,44.9,10.9,19.5,1.9,0.88,Dry,True
53.8,26.4,13.7,23.2,0.6,0.63,Dry,False
60.4,34.2,22.6,18.9,7.0,0.53,Wet,True
87.7,42.4,24.8,21.7,2.0,0.63,Dry,False
94.8,45.0,20.0,21.8,8.1,0.96,Dry,True
184.2,30.8,19.1,18.0,8.5,0.66,Dry,True
171.4,36.6,23.6,20.5,6.7,0.78,Dry,False
173.6,44.7,18.0,16.4,6.2,0.93,Wet,True
154.6,36.4,18.3,16.4,2.4,0.54,Dry,True
158.9,37.6,26.3,19.4,6.1,0.74,Wet,False
179.7,38.8,28.0,24.4,4.6,0.78,Wet,False
134.5,42.2,5.5,24.1,2.6,0.52,Wet,True
108.1,42.0,24.4,18.3,3.4,0.73,Dry,False
57.4,37.3,18.3,15.0,7.3,0.98,Wet,True
59.6,28.0,28.5,19.2,9.8,0.72,Wet,True
171.0,40.4,29.5,23.5,9.5,0.57,Dry,False
178.8,39.6,11.5,23.0,2.1,0.51,Wet,True
98.7,26.3,15.0,23.8,9.8,0.83,Dry,False
118.6,25.4,3.4,19.7,1.4,0.65,Wet,True
188.5,33.5,6.5,20.5,8.7,0.66,Wet,True
50.9,25.4,9.9,18.0,1.8,1.00,Wet,False
143.8,33.4,5.6,20.9,8.6,0.72,Wet,True
72.0,28.4,9.0,17.2,8.7,0.55,Wet,False
131.2,25.3,11.7,15.4,6.6,0.70,Dry,True
65.5,36.8,22.2,21.6,8.6,0.71,Wet,True
86.9,44.7,11.3,18.9,8.7,0.78,Dry,True
94.9,25.2,6.3,23.1,0.3,0.94,Dry,False
162.7,41.3,25.6,18.1,8.2,0.55,Dry,False
131.0,38.2,23.3,19.0,8.4,0.60,Wet,True
170.4,27.0,18.3,20.2,9.4,0.56,Wet,True
157.7,38.0,14.0,18.2,7.8,0.51,Dry,True
184.3,29.7,19.4,18.7,3.1,0.89,Wet,False
133.1,25.7,22.8,23.4,5.5,0.88,Wet,True
91.1,33.9,17.4,20.4,4.4,0.71,Dry,True
104.5,43.3,20.8,20.9,2.5,0.80,Dry,False
147.1,41.7,22.3,15.2,0.4,0.81,Dry,False
185.9,42.4,11.5,22.1,3.1,0.99,Dry,False
51.2,42.5,2.9,18.9,0.1,0.63,Wet,True
68.5,34.1,1.8,17.2,7.1,0.52,Wet,False
128.8,35.0,14.2,20.0,3.1,0.61,Wet,True
144.8,31.1,28.8,19.1,5.3,0.63,Dry,False
77.1,37.6,12.1,16.3,8.1,0.82,Dry,True
172.8,32.8,19.5,16.7,5.8,0.75,Dry,True
73.3,26.9,18.3,21.3,3.3,0.92,Dry,True
66.3,38.0,27.7,19.3,4.9,0.58,Dry,False
113.5,37.9,21.7,21.0,1.5,0.86,Wet,True
139.7,27.6,2.1,16.7,3.4,0.58,Dry,True
77.7,26.4,26.7,20.9,0.9,0.86,Dry,False
128.6,42.3,21.3,21.6,6.6,0.97,Dry,False
98.0,25.1,17.7,24.8,8.1,0.69,Wet,False
171.5,28.4,11.8,23.9,9.2,0.91,Wet,True
138.2,39.8,8.4,20.5,9.3,0.55,Dry,True
175.3,41.9,16.7,19.7,3.6,0.84,Dry,True
94.2,28.1,18.1,21.2,5.5,0.65,Dry,True
163.2,26.8,29.5,21.7,0.6,0.72,Wet,True
56.7,34.0,4.9,19.1,9.8,0.70,Dry,True
92.8,30.5,17.5,17.0,9.6,0.89,Dry,True
80.0,26.3,20.2,23.7,4.4,0.60,Dry,False
166.2,41.3,21.8,17.3,7.7,0.91,Dry,False
85.9,25.8,9.7,22.2,1.8,0.73,Dry,True
137.5,40.0,22.1,22.3,5.6,0.88,Dry,False
164.2,35.2,20.4,15.5,9.7,0.89,Dry,True
92.3,40.8,15.9,21.5,3.4,0.60,Wet,True
172.9,25.7,10.8,18.4,8.2,0.75,Dry,True
112.2,26.3,25.1,16.5,5.6,0.92,Wet,False
155.6,35.1,23.7,22.9,9.6,0.79,Dry,False
165.9,42.3,0.7,17.8,3.2,0.52,Wet,True
57.3,30.4,21.3,15.0,8.5,0.58,Dry,False
176.4,29.9,11.5,21.2,1.9,0.64,Dry,True
50.4,29.5,4.2,18.8,1.9,0.65,Dry,True
80.6,32.2,2.4,20.7,10.0,0.97,Wet,True
81.8,32.3,16.6,23.0,2.0,0.85,Dry,True
136.3,37.9,1.9,15.2,6.2,0.86,Wet,True
184.7,43.4,16.3,17.8,8.9,0.78,Dry,True
110.3,27.2,24.7,17.2,9.5,0.91,Dry,False
52.7,41.3,16.0,19.7,3.7,0.85,Wet,True
59.4,28.3,0.1,21.9,2.3,0.74,Wet,True
121.2,41.9,24.5,17.7,0.7,0.98,Dry,False
138.2,44.2,29.7,21.6,8.7,0.67,Wet,True
173.0,26.2,17.9,18.5,3.8,0.99,Dry,True
62.6,35.8,3.1,23.9,1.0,0.89,Dry,True
71.3,28.6,7.1,15.8,6.7,0.66,Wet,True
68.9,28.9,25.1,15.5,6.1,0.76,Dry,False
159.0,40.0,1.2,18.1,3.9,0.57,Wet,True
67.1,33.1,9.0,22.5,1.6,0.80,Dry,True
58.8,35.0,16.8,16.5,10.0,0.77,Wet,True
170.4,41.1,8.1,15.2,7.7,0.74,Dry,True
130.1,37.7,11.3,18.1,7.1,0.67,Dry,True
92.8,26.0,9.1,15.2,6.6,0.89,Dry,True
172.5,38.1,6.4,16.1,9.3,0.95,Dry,True
119.0,36.9,18.5,15.1,6.3,0.75,Dry,True
183.3,34.9,6.1,20.5,0.6,0.66,Dry,False
93.5,39.9,16.1,21.7,4.1,0.73,Wet,True
186.6,41.1,13.1,23.9,4.0,0.79,Wet,True
112.1,35.9,30.0,23.2,8.9,0.95,Dry,False
116.7,35.5,9.6,15.9,4.7,0.71,Dry,True
118.6,31.5,23.2,21.7,0.8,0.63,Dry,False
180.6,29.0,5.5,22.7,4.5,0.68,Dry,True
89.8,41.7,0.4,17.1,4.2,0.97,Dry,True
68.1,33.6,2.8,22.9,5.8,0.54,Dry,False
153.7,38.8,12.5,24.8,5.6,0.62,Wet,True
147.7,27.3,13.0,23.2,5.5,0.63,Wet,True
84.0,27.8,27.2,20.5,9.9,0.94,Dry,False
101.6,34.5,11.9,19.0,1.4,0.89,Dry,True
79.7,39.6,2.4,22.0,0.5,0.98,Dry,True
70.1,40.3,27.5,18.4,2.3,0.83,Wet,True
178.2,32.4,22.5,19.2,3.9,0.80,Wet,False
55.4,29.9,26.6,15.9,6.0,0.98,Wet,True
124.5,28.7,27.1,18.8,7.8,0.74,Dry,True
143.9,32.5,14.2,20.0,7.5,0.97,Wet,True
197.5,34.2,19.6,18.2,7.0,0.53,Wet,True
122.5,39.4,23.4,24.8,8.7,0.89,Wet,True
167.5,36.2,9.5,22.8,2.6,0.81,Dry,True
56.9,37.7,29.6,23.4,9.4,0.54,Dry,False
114.9,25.9,21.4,20.2,5.2,0.77,Wet,False
170.8,36.6,28.1,16.0,9.1,0.64,Dry,False
104.4,30.0,18.7,18.8,8.8,0.84,Wet,True
179.5,41.4,24.1,23.1,0.4,0.98,Wet,True
96.0,27.4,21.4,22.2,9.7,0.85,Wet,True
71.5,31.1,22.6,16.7,6.1,0.77,Wet,False
116.2,27.8,14.7,21.0,4.0,0.99,Dry,True
181.8,29.8,27.3,24.3,9.7,0.59,Wet,True
75.8,29.9,3.2,16.5,2.1,0.84,Dry,True
165.8,31.6,25.1,17.0,2.4,0.77,Dry,False
196.4,28.2,21.1,16.2,6.4,0.53,Wet,True
193.1,26.0,25.2,23.4,0.7,0.57,Dry,False
147.4,41.1,20.3,17.1,7.8,0.72,Wet,True
83.4,33.9,7.1,16.1,3.1,0.83,Wet,True
71.4,40.1,17.4,23.9,2.7,0.65,Dry,True
107.6,38.0,14.9,19.0,2.1,0.94,Dry,False
120.3,33.8,20.4,20.1,8.4,0.86,Wet,False
133.1,32.1,8.9,21.7,6.8,0.69,Wet,True
106.9,40.3,13.7,24.0,2.6,0.86,Dry,True
94.0,35.0,28.7,21.8,6.6,0.52,Dry,True
108.8,40.4,23.9,22.4,0.5,0.87,Wet,True
65.0,28.8,25.8,20.0,7.2,0.70,Dry,False
88.3,36.7,5.7,24.6,4.9,0.85,Dry,False
95.7,44.5,10.4,16.2,0.2,0.95,Wet,True
181.1,27.3,2.8,16.4,6.4,0.60,Dry,True
123.7,44.8,16.2,20.4,8.5,0.55,Wet,True
141.2,44.0,16.5,23.6,5.1,0.74,Wet,True
150.6,40.8,27.1,24.7,2.8,0.55,Wet,True
58.0,29.4,15.2,17.3,9.0,0.86,Dry,True
63.0,39.1,5.0,17.2,1.7,0.55,Dry,False
105.9,41.8,23.0,15.7,0.9,0.92,Dry,False
127.6,36.4,28.4,21.1,1.0,0.57,Dry,False
120.0,31.4,24.8,23.7,9.1,0.51,Wet,True
116.9,41.6,2.2,19.2,7.7,0.75,Wet,False
100.2,32.9,18.2,22.3,8.7,0.95,Wet,True
92.5,30.5,2.5,15.3,5.5,0.96,Dry,True
89.1,36.9,23.4,21.8,3.0,0.94,Wet,False
60.4,38.1,14.1,19.8,2.9,0.89,Dry,True
95.1,32.4,4.6,24.4,2.5,0.91,Wet,True
140.7,31.0,29.3,21.3,8.6,0.98,Dry,False
155.5,39.9,12.9,22.5,3.0,0.83,Dry,True
199.7,40.1,1.0,20.7,4.9,0.89,Wet,True
162.8,29.9,17.8,20.1,6.6,0.80,Wet,True
59.2,31.1,29.5,23.7,8.0,0.50,Wet,True
142.8,29.2,23.8,16.3,6.9,0.64,Wet,True
66.7,41.9,23.4,17.5,2.9,0.84,Dry,False
140.0,32.3,15.5,24.9,6.7,0.85,Dry,True
124.3,26.0,11.7,20.0,6.3,0.76,Dry,False
98.4,40.7,7.4,21.0,6.3,0.98,Wet,False
138.5,33.1,18.8,19.6,6.0,0.62,Dry,True
143.3,36.6,22.4,20.5,4.6,0.64,Wet,True
67.4,30.5,24.8,20.0,0.6,0.74,Wet,True
143.2,34.3,10.9,17.4,2.0,0.57,Wet,True
117.4,42.1,25.4,16.9,5.9,0.57,Dry,False
72.6,34.3,21.1,22.6,0.5,0.66,Wet,False
50.9,30.3,15.2,20.6,2.7,0.93,Dry,True
83.1,30.0,28.6,24.7,1.6,0.58,Wet,True
61.0,41.6,26.4,15.1,9.9,0.94,Wet,True
79.2,37.0,20.8,21.6,6.3,0.58,Dry,False
54.7,26.1,18.1,18.2,0.8,0.73,Wet,False
139.1,37.5,4.6,17.4,6.6,0.75,Dry,True
86.3,32.1,4.8,17.1,9.3,0.50,Wet,True
88.9,32.2,2.3,22.0,8.8,0.86,Dry,True
163.3,26.6,17.6,15.4,5.6,0.57,Wet,False
197.4,37.8,10.2,19.9,9.7,0.96,Wet,True
88.7,43.2,21.4,24.3,7.0,0.98,Dry,False
188.1,40.1,13.0,21.4,3.6,0.58,Wet,True
81.5,31.0,19.4,20.7,3.6,0.54,Wet,True
181.4,31.1,17.7,21.1,2.2,0.70,Dry,True
121.9,34.4,16.4,20.4,1.0,0.87,Dry,True
83.3,34.1,26.8,18.3,2.7,0.95,Dry,False
165.5,39.2,13.3,21.9,2.3,0.69,Wet,True
157.9,41.3,10.3,20.1,8.2,0.83,Wet,True
168.7,25.0,22.7,21.0,1.0,1.00,Dry,False
149.2,36.3,22.8,15.5,7.5,0.88,Dry,False
190.2,40.0,26.4,23.3,2.2,0.73,Wet,True
145.1,27.0,19.1,22.2,6.8,0.93,Wet,True
105.4,25.2,18.5,21.5,1.5,0.53,Dry,False
112.9,27.4,3.5,24.2,1.3,0.72,Dry,False
56.8,28.2,25.1,21.2,7.7,0.79,Dry,True
78.1,31.1,10.6,16.9,7.3,0.56,Dry,True
192.6,37.0,9.2,18.5,3.7,0.95,Dry,True
175.2,28.5,29.7,17.2,2.3,0.82,Dry,False
197.4,26.1,28.1,16.9,1.2,0.70,Dry,False
142.6,29.2,12.4,22.3,2.3,0.67,Dry,True
179.2,34.4,5.5,23.4,9.1,0.74,Dry,True
192.7,36.3,17.7,20.2,7.2,0.91,Wet,True
120.3,43.3,20.0,20.0,4.2,0.56,Dry,True
162.5,39.5,7.5,21.4,9.1,0.85,Dry,False
139.1,28.7,25.3,16.3,6.3,0.79,Dry,False
164.7,34.1,0.9,16.4,9.0,0.86,Wet,True
110.7,43.4,21.8,17.8,7.1,0.95,Dry,False
153.6,28.0,11.5,18.0,2.6,0.98,Dry,True
138.9,37.2,16.7,21.4,9.1,0.93,Wet,True
64.4,40.1,27.2,20.6,3.2,0.62,Dry,False
136.9,28.5,27.2,16.5,3.6,0.80,Wet,True
55.2,33.4,2.9,19.7,9.3,0.92,Dry,True
91.9,32.0,16.2,23.1,4.7,0.89,Dry,True
174.7,25.4,23.8,20.8,0.2,0.70,Wet,True
107.3,27.4,22.7,24.4,2.7,0.51,Dry,False
62.1,26.5,14.2,21.8,1.7,0.96,Wet,True
83.5,40.3,0.3,22.9,1.4,0.87,Wet,True
164.0,43.7,4.4,22.6,4.1,0.73,Wet,True
149.8,31.7,27.4,19.1,7.6,0.80,Dry,False
127.3,35.3,9.7,21.3,2.2,0.91,Dry,True
90.9,27.1,1.6,21.2,7.5,0.78,Dry,True
169.6,40.8,18.6,16.7,4.0,0.65,Dry,True
173.0,26.7,6.4,17.5,5.2,0.87,Wet,True
147.7,29.6,22.5,24.3,6.0,0.97,Dry,False
153.6,44.3,1.6,19.4,7.6,0.75,Wet,True
157.0,35.1,12.1,22.9,9.6,0.69,Wet,True
125.6,41.3,24.5,17.8,7.9,0.66,Wet,False
50.2,25.2,27.7,23.8,6.1,0.74,Dry,False
86.5,33.9,18.1,22.3,8.0,0.86,Wet,True
87.2,42.4,17.2,22.6,7.4,0.80,Dry,True
74.5,25.2,15.6,18.9,7.4,0.99,Dry,True
97.7,39.1,9.7,20.3,1.9,0.76,Dry,True
78.5,34.6,24.3,20.7,1.9,0.62,Wet,False
175.9,35.2,2.2,20.6,5.6,0.87,Dry,True
167.3,42.0,19.1,17.4,6.9,0.77,Wet,True
114.0,33.8,9.2,23.6,4.0,0.66,Dry,True
77.0,31.6,21.4,17.9,7.6,0.85,Wet,True
176.7,39.8,5.7,25.0,3.7,0.66,Wet,False
182.6,25.7,29.8,22.0,8.3,0.77,Dry,False
129.9,36.5,12.0,19.7,9.2,0.69,Wet,True
72.3,41.4,4.0,17.7,7.6,0.65,Wet,True
197.3,39.3,8.7,16.8,2.6,0.82,Wet,True
186.0,28.8,1.5,21.5,8.9,0.97,Wet,True
164.2,26.6,23.9,21.2,2.2,0.60,Dry,False
121.3,26.0,12.6,21.1,1.9,0.51,Wet,True
86.0,39.6,1.8,22.6,1.5,0.71,Dry,True
122.2,33.6,11.5,15.2,1.3,0.95,Wet,False
84.1,29.5,2.4,23.0,5.4,0.66,Wet,True
127.7,36.4,12.2,24.2,2.4,0.92,Wet,True
84.1,25.2,20.5,22.1,5.2,0.62,Dry,False
146.0,44.2,14.1,24.5,3.2,0.92,Dry,True
184.4,33.4,17.8,16.0,7.7,0.69,Dry,False
109.4,30.8,27.4,21.2,0.9,0.96,Dry,False
189.6,36.2,9.2,23.7,4.4,1.00,Dry,True
131.6,43.8,12.0,23.7,0.5,0.88,Dry,True
162.6,34.3,22.0,23.5,4.7,0.52,Dry,False
139.7,31.5,1.5,23.5,2.1,0.82,Dry,True
77.3,30.8,9.4,22.9,4.3,0.52,Dry,True
76.9,33.8,20.8,18.5,0.1,0.87,Dry,True
121.4,41.2,11.5,16.6,1.8,0.57,Dry,True
72.0,39.6,3.1,21.0,8.3,0.61,Dry,True
122.5,31.0,5.1,18.8,4.4,0.75,Wet,False
155.8,41.6,21.7,19.6,0.1,0.99,Dry,False
131.2,42.9,13.7,21.3,4.1,0.77,Wet,False
81.5,32.0,4.9,18.6,4.6,0.79,Wet,True
181.4,36.1,1.7,21.9,4.3,0.93,Dry,True
171.9,25.8,8.5,15.5,7.6,0.73,Wet,True
138.2,25.8,28.6,19.7,5.1,0.90,Dry,False
167.3,32.9,19.7,19.6,2.9,0.67,Wet,True
99.3,36.6,9.5,18.7,3.4,0.97,Wet,False
56.0,32.3,21.6,24.3,7.8,0.97,Dry,False
83.5,36.4,22.8,24.0,1.1,0.68,Wet,True
157.6,40.1,22.7,17.0,3.5,1.00,Wet,True
73.5,43.2,12.6,21.4,7.4,0.75,Dry,True
117.5,29.9,14.4,19.4,6.2,0.62,Wet,False
81.1,43.0,2.2,24.9,7.5,0.81,Dry,True
135.5,43.1,7.4,23.3,3.0,0.96,Wet,True
183.8,44.2,9.0,15.4,7.2,1.00,Dry,True
146.9,33.4,18.8,24.1,3.7,0.59,Wet,False
52.1,40.2,15.2,22.3,8.5,0.86,Dry,True
129.5,29.7,6.4,16.8,1.8,0.70,Wet,True
132.1,29.9,9.4,18.9,6.8,0.93,Wet,True
130.5,38.2,13.8,21.8,9.8,0.82,Dry,True
88.6,25.9,24.3,24.9,9.8,0.86,Wet,True
65.6,40.7,12.2,18.3,9.9,0.81,Wet,True
193.5,38.0,17.2,22.7,3.9,0.97,Dry,True
180.1,27.7,6.4,21.1,1.5,0.86,Wet,True
65.6,32.2,2.4,21.5,8.3,0.50,Wet,True
180.2,42.8,17.3,24.2,8.1,0.93,Dry,False
199.4,43.8,20.5,17.7,2.0,0.54,Wet,True
115.5,33.7,14.3,16.6,1.2,0.95,Wet,True
195.5,37.0,4.6,20.5,4.8,0.79,Dry,True
185.8,44.1,15.9,21.0,0.0,0.87,Dry,True
66.1,30.9,8.3,21.6,3.6,0.89,Dry,True
75.5,33.6,3.2,17.7,4.3,0.69,Wet,True
180.5,40.4,3.8,17.4,2.6,0.72,Dry,True
